Gene_ID,C1:fpkm,C2:fpkm,C3:fpkm,L1:fpkm,L2:fpkm,L3:fpkm,H1:fpkm,H2:fpkm,H3:fpkm,Chromosome,Start Site,End Site,Direction,Length,Name,GO,KEGG,UniProtID,Description
Gene00115,7.815088118,6.584445834,15.50954861,16.68275272,9.189715332,7.18958032,13.27443981,12.63434729,13.95844074,BDRX01000001.1,441944,448554,-,3639,Rsub_00115,GO:0004672; GO:0005524,-,A0A2V0NJK7,hypothetical protein
Gene00116,2.683436655,3.641526213,2.301294491,1.878201746,2.184581013,3.125695729,1.64464862,1.886282296,2.176946627,BDRX01000001.1,450401,452362,-,1962,Rsub_00116,GO:0046983,-,A0A2V0NRE8,hypothetical protein
Gene00117,11.34134956,10.09309367,10.27664985,11.26186708,10.67092315,7.179419594,15.88294988,13.70324573,13.40881584,BDRX01000001.1,453528,458653,-,2538,Rsub_00117,GO:0004725; GO:0016301,-,A0A2V0NJK8,MAP kinase phosphatase 6
Gene00118,5.699340827,3.704313225,4.888066694,3.461568358,3.451056244,2.813592983,4.988202377,4.055871159,4.756752724,BDRX01000001.1,459461,463193,-,2211,Rsub_00118,-,-,A0A2V0NR47,hypothetical protein
Gene00119,65.64997092,88.98273801,1.515457129,1.555357951,71.52302231,96.46986946,2.972913757,1.757305728,2.393976617,BDRX01000001.1,464227,465382,-,729,Rsub_00119,-,-,A0A2V0NJK2,hypothetical protein
Gene00120,35.04286248,50.4280813,33.59413735,41.02389761,67.1021205,60.80705738,25.9132195,20.07661613,23.52250312,BDRX01000001.1,466243,471078,+,1314,Rsub_00120,GO:0004069; GO:0006520; GO:0009058; GO:0030170,K14455,A0A2V0NKA3,"aspartate, mitochondrial"
Gene00121,9.554986783,7.596507637,4.226783554,2.145712794,2.922295464,4.633803294,6.23009883,5.252676611,7.822040386,BDRX01000001.1,472261,474726,+,2466,Rsub_00121,-,-,A0A2V0NPI5,hypothetical protein
Gene00122,119.8442928,121.2376626,122.12314,97.5974731,116.8763074,97.84044951,106.7522204,85.90370789,97.99614473,BDRX01000001.1,475728,480967,+,1884,Rsub_00122,GO:0003852; GO:0009098,K01649,A0A2V0NJL1,2-isopropylmalate synthase
Gene00123,14.86986707,10.76889815,10.86598308,14.0139499,13.23048508,11.26948359,10.42590834,6.823874828,8.910094993,BDRX01000001.1,481852,483643,-,1335,Rsub_00123,GO:0003735; GO:0005840; GO:0006412,K02906,A0A2V0NM07,"50S ribosomal L3, chloroplastic"
Gene00124,17.10002601,18.993609,18.02578002,19.8153633,16.68793502,13.00211389,14.51215053,14.82072083,12.21666544,BDRX01000001.1,484319,485944,+,906,Rsub_00124,GO:0003676,-,A0A2V0NPH1,hypothetical protein
Gene00125,3.498461928,6.493084614,4.788828603,3.211449999,5.478460076,2.621402234,4.389314058,1.6962513,3.168145792,BDRX01000001.1,486450,489745,-,1986,Rsub_00125,GO:0003690; GO:0003697; GO:0005634; GO:0006270,K10736,A0A2V0NJL4,hypothetical protein
Gene00126,0.460981285,0.393768256,0.552561733,1.552801899,0.477326621,0.712969712,0.831047872,0.311896497,0.578641842,BDRX01000001.1,490264,494579,-,3651,Rsub_00126,-,-,A0A2V0NRF9,hypothetical protein
Gene00127,3.599244396,6.352485029,3.558771655,2.351035752,4.137827772,2.453129415,3.695438418,1.774160621,2.068418496,BDRX01000001.1,494878,503286,-,7194,Rsub_00127,GO:0000724,K08775,A0A2V0NJL5,hypothetical protein
Gene00128,0.045594232,0.023013781,0.177619553,0.374358144,0.099525678,0.163146713,0,0,0.024261253,BDRX01000001.1,503555,506754,-,1893,Rsub_00128,-,-,A0A2V0NR63,hypothetical protein
Gene00129,6.681175592,9.841718139,20.07082913,28.17473801,4.724934372,14.39286487,2.206437414,1.574079539,2.249167605,BDRX01000001.1,506794,508278,-,1266,Rsub_00129,GO:0016021,-,A0A2V0NJL2,hypothetical protein
Gene00130,5.847899923,7.497848971,2.423049955,2.803798087,2.608931262,2.00741691,7.574313804,10.55947804,8.085980367,BDRX01000001.1,509310,511381,-,1011,Rsub_00130,-,K10295,A0A2V0NKB2,hypothetical protein
Gene00131,0.090187963,0,0,0.049366769,0.049216852,0.138305745,0.150975558,0.099158317,0.143970381,BDRX01000001.1,511631,513230,+,957,Rsub_00131,GO:0016021,-,A0A2V0NPJ2,hypothetical protein
Gene00132,8.122553419,9.326434066,9.109783146,9.027947849,6.090585374,5.451551432,5.397376183,2.590511031,4.817008984,BDRX01000001.1,513554,515401,-,696,Rsub_00132,GO:0005524; GO:0030272; GO:0046872,K01934,A0A2V0NJL8,5-formyltetrahydrofolate cycloligase
Gene00133,141.0800222,122.0363645,176.1224742,167.6526132,180.2107116,182.9179376,174.048405,130.111571,192.5016632,BDRX01000001.1,516139,517104,+,966,Rsub_00133,-,-,A0A2V0NM14,hypothetical protein
Gene00134,46.42469368,35.99661832,43.18806895,36.15579654,36.73228717,42.39866306,40.3448588,35.12011542,56.67466163,BDRX01000001.1,517308,522359,-,4461,Rsub_00134,GO:0003682; GO:0005634; GO:0008270; GO:0010468,-,A0A2V0NPI0,hypothetical protein
Gene00135,0.021311082,0,0,0,0,0,0.214049791,0.164015201,0.022679778,BDRX01000001.1,523610,526131,+,2025,Rsub_00135,GO:0000124; GO:0003712,-,A0A2V0NJM1,hypothetical protein
Gene00136,502.7071046,516.9723774,534.4516534,650.2873826,592.3152926,581.7895688,853.9516393,677.5467966,773.5051848,BDRX01000001.1,528542,530406,+,450,Rsub_00136,GO:0003735; GO:0005840; GO:0006412,K02921,A0A2V0NRH0,60S ribosomal protein L37a
Gene00137,3.508531732,2.751766033,2.793687548,2.009125609,2.297586678,2.152172318,2.439685699,2.848615665,2.987092775,BDRX01000001.1,530666,533507,+,1599,Rsub_00137,GO:0003847; GO:0016042,K01062,A0A2V0NJM3,hypothetical protein
Gene00138,17.82848885,19.79211848,23.6148772,17.69369801,13.27543808,8.687629956,12.95455779,5.373691648,10.10738776,BDRX01000001.1,534251,535723,-,777,Rsub_00138,-,-,A0A2V0NR73,hypothetical protein
Gene00139,29.37564358,30.34270163,31.6009224,25.98419877,21.85629713,19.15716544,27.29134829,18.89566107,20.38494299,BDRX01000001.1,536062,538868,+,1140,Rsub_00139,GO:0016021; GO:0019706,K20029,A0A2V0NJL9,S-acyltransferase 16-like
Gene00140,0.17116117,0.060100139,0.480416851,0.448080682,0.129954894,0.09890566,0.157796664,0.147275493,0.356388138,BDRX01000001.1,539037,547915,-,5799,Rsub_00140,-,-,A0A2V0NKC3,hypothetical protein
Gene00141,2.576414347,1.625562984,8.961455605,8.344089158,5.858274489,6.365504692,5.391179425,1.888447947,5.712257638,BDRX01000001.1,548497,549172,+,402,Rsub_00141,-,-,A0A2V0NPK2,hypothetical protein
Gene00142,78.54199135,50.48709641,38.53346253,28.13642534,28.78365532,28.67769614,4.06694602,2.161486046,5.358097665,BDRX01000001.1,549496,551754,+,900,Rsub_00142,GO:0006839; GO:0016021; GO:0031966,K15103,A0A2V0NJM6,mitochondrial uncoupling 1-like protein
Gene00143,31.48216409,33.09837631,33.14954357,34.39002224,39.41905671,39.31095976,34.34886107,38.57684508,36.04339138,BDRX01000001.1,552559,557702,+,2514,Rsub_00143,GO:0015299; GO:0016021,-,A0A2V0NM26,hypothetical protein
Gene00144,1.948244058,1.876953904,2.623964449,2.415277561,2.378814489,2.346493381,3.266344206,3.706969598,3.749106238,BDRX01000001.1,558233,567310,+,4851,Rsub_00144,GO:0016021,-,A0A2V0NPI9,dynein heavy chain axonemal protein
Gene00145,2.576414347,2.221602745,1.553318972,1.615932759,2.108978816,1.536501133,1.377745853,1.209786966,1.456625698,BDRX01000001.1,567608,569829,+,1608,Rsub_00145,-,-,A0A2V0NJM9,hypothetical protein
Gene00146,36.39573279,41.21284539,38.98114555,37.55346186,44.27015163,37.84580456,28.02418944,32.04083537,27.42067193,BDRX01000001.1,570299,582931,-,6723,Rsub_00146,GO:0000956; GO:0003676; GO:0008409,K12618,A0A2V0NRI1,exoribonuclease
Gene00147,8.812420242,5.298456647,9.664378189,11.98834178,10.46678375,5.299643546,6.580584776,3.562106206,6.275249517,BDRX01000001.1,583367,584670,+,666,Rsub_00147,GO:0016021; GO:0055114,K08371,A0A2V0NJN0,hypothetical protein
Gene00148,15.04890226,17.25847716,12.99365107,10.90246102,15.2170933,14.76307434,7.532906089,4.318916771,8.478747953,BDRX01000001.1,585004,586788,-,780,Rsub_00148,GO:0003743; GO:0005634; GO:0006355,K11341,A0A2V0NR83,transcription initiation factor TFIID subunit 14b
Gene00149,1.05255952,1.121594406,0.781030928,0.256065029,0.638218522,0.418477951,0.587331742,0.257166692,0.746773194,BDRX01000001.1,587181,588413,+,738,Rsub_00149,GO:0016779,-,A0A2V0NJM7,phosphatidate cytidylyltransferase
Gene00150,19.52050083,22.1309532,21.78866414,23.93937699,29.44159614,27.21127917,36.14401213,33.36182526,36.99394,BDRX01000001.1,589062,591619,+,1563,Rsub_00150,-,-,A0A2V0NKD2,hypothetical protein
Gene00151,20.2823594,18.74746284,17.06653031,17.7734654,18.5272169,18.41860441,15.20200884,15.66318804,16.73636386,BDRX01000001.1,592090,596049,+,1866,Rsub_00151,GO:0003746; GO:0003924; GO:0005525,K03833,A0A2V0NPL3,selenocysteine-specific elongation factor
Gene00152,32.55859694,35.25843883,33.53772516,29.74622082,34.95388895,28.14208864,28.27571307,19.33036301,28.03472617,BDRX01000001.1,596382,597833,-,729,Rsub_00152,GO:0016021,-,A0A2V0NJN3,hypothetical protein
Gene00153,15.82975976,23.33617522,3.775551252,4.469956121,14.32898125,14.70651084,11.49699748,13.74381904,14.90774522,BDRX01000001.1,598691,600501,+,687,Rsub_00153,GO:0003743; GO:0005852,K03245,A0A2V0NM35,eukaryotic translation initiation factor 3 subunit J-like protein
Gene00154,3.138110498,2.19962302,4.995447451,3.322020835,1.65111952,1.195528253,6.102335302,6.750744747,7.344089411,BDRX01000001.1,600831,625472,-,14577,Rsub_00154,GO:0003777; GO:0005524; GO:0007018; GO:0030286,-,A0A2V0NPJ9,dynein heavy chain axonemal protein
Gene00155,23.44996756,25.96945634,33.42470313,26.55319583,27.69495701,17.67643882,49.52830919,34.13277769,44.06416084,BDRX01000001.1,625793,627136,-,1233,Rsub_00155,-,-,A0A2V0NJN5,hypothetical protein
Gene00156,2.973187377,2.82488919,2.579301224,2.919841807,2.433765827,2.682038451,2.098208433,3.124692557,3.582922451,BDRX01000001.1,627378,628813,-,987,Rsub_00156,GO:0006355,-,A0A2V0NRJ1,hypothetical protein
Gene00157,2.867151723,3.950298825,2.396876349,2.14194344,2.686086506,2.440601457,2.416986514,0.757640793,1.519098935,BDRX01000001.1,629447,636711,+,3507,Rsub_00157,GO:0006396,-,A0A2V0NJN8,tetratricopeptide repeat 13-like protein
Gene00158,42.52030883,34.16869646,19.66073074,13.66370524,29.0915019,26.70961895,33.9961432,39.65567118,40.18573249,BDRX01000001.1,637047,637802,+,408,Rsub_00158,GO:0016021,-,A0A2V0NR94,hypothetical protein
Gene00159,90.89532414,77.16284221,39.18406062,32.91291361,41.93440226,35.04610681,41.10416286,51.75694532,48.83877489,BDRX01000001.1,638307,639717,+,1167,Rsub_00159,-,-,A0A2V0NJN7,hypothetical protein
Gene00160,61.27483812,52.37516576,30.00544138,25.46398851,33.21656695,26.95563555,35.36773852,38.13669655,40.2988763,BDRX01000001.1,639972,641138,+,1167,Rsub_00160,-,-,A0A2V0NKD9,hypothetical protein
Gene00161,13.32088568,11.97542601,10.79106566,11.00202688,11.09765839,8.300112967,6.201579547,7.062924667,8.388411217,BDRX01000001.1,641715,643686,-,1095,Rsub_00161,GO:0005634,K13119,A0A2V0NPM2,XAP5 circadian timekeeper
Gene00162,0.018561265,0.018737672,0,0.020319999,0,0.037952286,0,0,0.098766777,BDRX01000001.1,644460,647506,+,2325,Rsub_00162,-,-,A0A2V0NJP1,hypothetical protein
Gene00163,0,0,0,0,0,0,0,0,0.093919328,BDRX01000001.1,647802,649002,+,978,Rsub_00163,GO:0016021,-,A0A2V0NM45,hypothetical protein
Gene00164,0,0,0,0,0,0,0.031852647,0,0,BDRX01000001.1,650029,651684,-,1512,Rsub_00164,-,-,A0A2V0NPL4,hypothetical protein
Gene00165,0,0,0,0,0,0,0.081906808,0.026897537,0.02603546,BDRX01000001.1,652068,654889,+,1764,Rsub_00165,GO:0016021,-,A0A2V0NJP2,solute carrier family 35 member E3
Gene00166,19.94388173,26.20786475,24.64458863,23.09449237,22.37018488,20.13734654,17.9817563,19.08485706,18.49819432,BDRX01000001.1,655368,660707,+,3672,Rsub_00166,GO:0015969,K00951,A0A2V0NRK2,hypothetical protein
Gene00167,1.239321363,1.47451067,2.463251387,4.893993615,4.444357409,6.561366375,35.81217649,51.14570734,47.57519685,BDRX01000001.1,661348,663559,-,975,Rsub_00167,GO:0006596; GO:0016740,K18787,A0A2V0NJP5,spermine synthase
Gene00168,5.111516806,4.017941167,5.801787325,5.872322756,5.678083181,5.101837328,4.486928544,5.264512807,5.138785481,BDRX01000001.1,664173,671707,+,4272,Rsub_00168,GO:0004672; GO:0005524; GO:0008168,K07198,A0A2V0NRA4,AMP-activated kinase
Gene00169,2.968890242,1.534233238,1.180181868,1.818565025,0.617205922,0.722678665,2.169423553,2.292701085,3.535705023,BDRX01000001.1,672023,673790,+,1221,Rsub_00169,GO:0005779; GO:0006625; GO:0008022; GO:0008270,K13345,A0A2V0NJP3,peroxisome biogenesis protein
Gene00170,48.2319921,75.46825131,109.3752914,84.70087579,56.17530871,40.47111423,37.15762028,15.12811018,28.22936366,BDRX01000001.1,674378,676269,+,1173,Rsub_00170,GO:0005634,K21777,A0A2V0NKE9,B-type cyclin
Gene00171,2.397496684,2.174152225,6.965295588,6.850824535,4.523779419,4.237469225,10.5210914,11.79479777,11.02756178,BDRX01000001.1,677519,679288,-,1062,Rsub_00171,GO:0016021,-,A0A2V0NPN6,hypothetical protein
Gene00172,8.423844347,9.944457417,11.83543026,13.40469697,12.962065,11.20047866,23.6054109,24.90031925,26.20875201,BDRX01000001.1,679484,682622,+,1875,Rsub_00172,GO:0005507; GO:0016491,-,A0A2V0NJQ0,multicopper oxidase
Gene00173,10.39828562,14.54244127,9.835410895,8.728891016,8.47809484,7.563348432,14.05848446,10.18986279,13.62487692,BDRX01000001.1,683548,687221,+,2100,Rsub_00173,GO:0008987; GO:0009435; GO:0051539,K03517,A0A2V0NM57,"quinolinate, chloroplastic"
Gene00174,34.55639957,57.75922693,77.34701958,67.78744041,52.29456996,35.4946615,25.7704682,7.907875778,22.15754673,BDRX01000001.1,688303,689218,-,798,Rsub_00174,GO:0016021,-,A0A2V0NPM9,hypothetical protein
Gene00175,26.07406264,25.8855983,53.87437368,57.83278125,33.98335583,40.87947148,30.31606475,21.51756757,27.92386888,BDRX01000001.1,690026,696352,-,2097,Rsub_00175,GO:0000287; GO:0004743; GO:0016301; GO:0030955,K00873,A0A2V0NJQ1,pyruvate kinase
Gene00176,97.04920163,96.37528624,84.55345428,72.32058284,82.19221715,76.42895099,88.45485046,98.17839057,83.06512148,BDRX01000001.1,697624,701493,-,1965,Rsub_00176,-,-,A0A2V0NRL3,hypothetical protein
Gene00177,7.452091602,7.091274053,7.614636984,5.466662162,6.916744041,5.651546629,5.760257102,4.466019017,6.01303044,BDRX01000001.1,701573,706212,+,2826,Rsub_00177,GO:0016579; GO:0036459; GO:0046872,K11855,A0A2V0NJQ4,hypothetical protein
Gene00178,3.587620937,6.16388535,4.45393656,2.416959118,4.819238563,2.292381786,3.349340247,2.237720244,2.496407271,BDRX01000001.1,706823,709082,-,1251,Rsub_00178,GO:0051225; GO:0070652,-,A0A2V0NRB6,augmin subunit 4
Gene00179,1.007263377,1.641767235,0.735741388,0.505406249,0.629839285,0.332532338,0.913341557,0.63447581,0.413149137,BDRX01000001.1,709326,715314,-,4113,Rsub_00179,GO:0005524; GO:0006298; GO:0030983,-,A0A2V0NJQ2,"DNA mismatch repair protein, MSH6"
Gene00180,23.91666904,38.22428186,41.95014444,39.20246623,28.58481824,18.55076595,19.85978679,13.65250286,17.49582911,BDRX01000001.1,715972,717917,+,987,Rsub_00180,-,-,A0A2V0NKF8,hypothetical protein
Gene00181,1.923827126,0.971055659,1.508647886,0.670127628,0.906697073,0.625808972,3.025323787,1.394093602,2.466167401,BDRX01000001.1,718833,720212,-,987,Rsub_00181,-,-,A0A2V0NPP6,hypothetical protein
Gene00182,21.04469311,14.0571973,18.41010864,13.81263908,9.488826685,8.071250057,18.59422423,19.03747872,21.08188499,BDRX01000001.1,720813,723259,+,1782,Rsub_00182,-,-,A0A2V0NJQ7,hypothetical protein
Gene00183,47.55035089,44.48710043,61.66192683,50.49358492,52.98809275,49.13842114,33.95492213,15.94127339,30.46582742,BDRX01000001.1,723489,727471,+,1512,Rsub_00183,GO:0004056; GO:0042450,K01755,A0A2V0NM65,argininosuccinate lyase
Gene00184,0.300941006,0.121520469,0.133984385,0.230619236,0.525528891,0.215367314,0.839630454,0.529397542,1.184994702,BDRX01000001.1,727998,729673,+,1434,Rsub_00184,-,-,A0A2V0NPN9,hypothetical protein
Gene00185,49.26764177,48.60888316,43.38895096,42.95637456,51.71470064,45.4105621,91.7881449,88.31467376,92.242641,BDRX01000001.1,730104,734728,+,2358,Rsub_00185,GO:0005524; GO:0016874; GO:0046872,-,A0A2V0NJQ8,hypothetical protein
Gene00186,64.8135898,70.82195078,72.5018845,59.49046672,50.21043753,45.95369668,34.40862462,28.23986339,31.44707433,BDRX01000001.1,735458,755360,+,5316,Rsub_00186,-,-,A0A2V0NRM4,hypothetical protein
Gene00187,0.057083254,0.028812889,0.031768123,0,0,0.05835917,0.063705295,0.062760919,0.030374703,BDRX01000001.1,759198,761523,+,1512,Rsub_00187,GO:0005623; GO:0016853; GO:0045454,-,A0A2V0NJR0,disulfide isomerase
Gene00188,15.06384816,13.76548074,15.46396751,11.85264387,11.77832541,9.249904702,17.37304036,16.36910983,21.08859548,BDRX01000001.1,763358,769527,+,3687,Rsub_00188,GO:0008420; GO:0070940,K18998,A0A2V0NRC6,hypothetical protein
Gene00189,173.9607339,181.0289391,180.9393831,149.2723489,151.4800844,131.1122831,142.6469526,145.8936065,137.5850502,BDRX01000001.1,770397,772515,-,708,Rsub_00189,GO:0007034,K12194,A0A2V0NJR2,vacuolar sorting-associated 32 protein
Gene00190,17.98122513,15.79552898,16.64315246,17.47475356,15.56245479,12.5779369,30.13595735,29.27301384,28.26765811,BDRX01000001.1,772906,774041,+,684,Rsub_00190,GO:0006777; GO:0016779,-,A0A2V0NKG9,molybdopterin adenylyltransferase mogA
Gene00191,0,0,0,0,0,0,0,0,0,BDRX01000001.1,774538,777054,-,1107,Rsub_00191,GO:0051213,-,A0A2V0NPQ5,taurine catabolism dioxygenase
Gene00192,0,0,0,0,0,0,0,0,0,BDRX01000001.1,777777,782002,+,1500,Rsub_00192,GO:0016021,-,A0A2V0NJR6,hypothetical protein
Gene00193,7.807890269,6.736669131,0.834805116,0.884245948,4.470771937,5.721383228,0.922875099,1.078346697,0.900520616,BDRX01000001.1,783082,786500,-,2244,Rsub_00193,-,-,A0A2V0NM72,hypothetical protein
Gene00194,17.78708336,13.88707175,7.491070413,6.032009998,9.040718101,7.523382152,9.491925158,7.115055327,7.910228649,BDRX01000001.1,787544,788890,-,1167,Rsub_00194,GO:0016021,-,A0A2V0NPP8,hypothetical protein
Gene00195,45.60884867,51.85099688,53.63729895,52.80211515,55.18149964,40.5294137,30.12436022,24.04924575,27.96116512,BDRX01000001.1,789329,791699,+,1020,Rsub_00195,-,K12857,A0A2V0NJR4,U5 small nuclear ribonucleoprotein 40 kDa
Gene00196,401.1354451,389.5963583,292.0888305,207.1986759,229.4468524,328.4804243,350.2007466,313.0389111,327.1720043,BDRX01000001.1,792180,793353,+,420,Rsub_00196,GO:0016021,-,A0A2V0NRN4,hypothetical protein
Gene00197,3.001873978,3.781944199,3.207572757,3.365181811,3.328751761,1.227588551,2.278075817,1.425793963,2.53017729,BDRX01000001.1,793704,797095,-,1797,Rsub_00197,GO:0016021; GO:0022857,-,A0A2V0NJR8,inositol transporter
Gene00198,1.502908369,2.926013372,1.13511771,2.115402885,3.104885479,3.62175267,2.8153937,3.481825902,1.542309562,BDRX01000001.1,797975,799066,+,804,Rsub_00198,-,-,A0A2V0NRD5,hypothetical protein
Gene00199,52.47248423,45.57832311,48.54284722,51.68207029,48.20667563,42.81600088,55.0205257,55.71457934,57.79091053,BDRX01000001.1,800489,804408,-,1320,Rsub_00199,GO:0035091,K17917,A0A2V0NJR9,sorting nexin
Gene00200,4.562038224,3.99787582,3.543624802,2.954078133,3.750244381,2.738864367,3.44472841,2.753349461,3.553471364,BDRX01000001.1,804927,807762,+,2223,Rsub_00200,GO:0016021,-,A0A2V0NKH5,hypothetical protein
Gene00201,4.07727143,4.39350675,6.373859082,4.01222911,3.500039153,2.529145176,5.163780774,2.921380861,4.436641378,BDRX01000001.1,808338,809279,+,942,Rsub_00201,GO:0016021,-,A0A2V0NPR6,hypothetical protein
Gene00202,0,0,0,0,0,0,0,0,0,BDRX01000001.1,809672,810807,-,975,Rsub_00202,-,K19400,A0A2V0NJS2,hypothetical protein
Gene00203,11.33874902,9.396391526,17.32969799,15.3774581,14.22251204,9.688995377,15.10939698,14.88541323,16.38947521,BDRX01000001.1,811023,811632,+,255,Rsub_00203,GO:0006457; GO:0016272; GO:0051082,-,A0A2V0NM80,hypothetical protein
Gene00204,10.07232335,7.332453993,13.10576058,14.28812556,10.31194967,8.237966624,13.67892152,10.85578213,13.98027173,BDRX01000001.1,811703,813804,+,1521,Rsub_00204,GO:0003676; GO:0006364; GO:0008408,K18327,A0A2V0NPQ7,RNA exonuclease
Gene00205,12.60666555,14.09511007,14.14937425,13.45422703,12.10662258,9.720337642,17.27201033,16.91917608,17.14516301,BDRX01000001.1,814377,820769,+,2451,Rsub_00205,GO:0005524; GO:0006807; GO:0046872,K00457,A0A2V0NJS1,"carbamoyl-phosphate synthase large subunit, chloroplastic-like protein"
Gene00206,0,0,0,0,0,0,0,0.042977586,0.083200274,BDRX01000001.1,822106,823333,-,1104,Rsub_00206,-,-,A0A2V0NRP0,hypothetical protein
Gene00207,3.482108217,4.414308473,4.096501119,3.342967584,3.553369614,2.085080231,2.461934538,1.695132581,2.126671735,BDRX01000001.1,824732,856115,-,23064,Rsub_00207,-,-,A0A2V0NJS7,hypothetical protein
Gene00208,5.238095064,3.802160227,4.051222028,2.997143973,3.14348951,2.976895484,3.920713985,2.627259059,2.778834244,BDRX01000001.1,858702,862880,-,2727,Rsub_00208,-,-,A0A2V0NRE5,hypothetical protein
Gene00209,7.260635951,7.892497995,2.827116686,3.64876124,7.086039647,6.865571813,3.42922145,1.607457953,2.769042721,BDRX01000001.1,865452,873300,-,3483,Rsub_00209,GO:0016021,-,A0A2V0NJS4,cyclopropane fatty acid synthase
Gene00210,0.836799396,0.925205008,0.620930405,0.916088599,0.652361868,0.692550372,1.15622463,0.5695423,0.932949336,BDRX01000001.1,874015,875586,-,1083,Rsub_00210,-,-,A0A2V0NKI4,NADH-ubiquinone oxidoreductase subunit 6
Gene00211,27.49477534,25.1137262,22.93352166,14.74385,20.55917244,24.79293585,1.522982569,2.238310096,1.142806878,BDRX01000001.1,876583,879402,-,1929,Rsub_00211,GO:0005315; GO:0006817; GO:0016021,K14640,A0A2V0NPS4,sodium phosphate symporter
